Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
6966,17-10-2020 08:00,17-10-2020 05:00,17-10-2020 07:16,Delhi,193,Vehicle - Stolen,35,F,Knife,Violent Crime,11,Yes,21-11-2020 08:00
6967,19-10-2020 16:00,17-10-2020 06:00,17-10-2020 13:56,Delhi,245,Traffic Violation,40,M,Other,Traffic Fatality,5,No,
6968,19-10-2020 10:00,17-10-2020 07:00,17-10-2020 10:47,Visakhapatnam,131,Assault,13,F,Poison,Violent Crime,16,Yes,20-11-2020 10:00
6969,17-10-2020 14:00,17-10-2020 08:00,17-10-2020 13:26,Bangalore,295,Burglary,47,F,Firearm,Other Crime,6,No,
6970,19-10-2020 22:00,17-10-2020 09:00,18-10-2020 07:47,Chennai,136,Kidnapping,33,M,Knife,Other Crime,15,Yes,17-12-2020 22:00
6971,18-10-2020 15:00,17-10-2020 10:00,17-10-2020 18:59,Vasai,472,Assault,50,F,None,Violent Crime,12,No,
6972,18-10-2020 00:00,17-10-2020 11:00,17-10-2020 23:16,Mumbai,118,Vandalism,29,F,Poison,Other Crime,11,No,
6973,18-10-2020 02:00,17-10-2020 12:00,18-10-2020 11:44,Visakhapatnam,307,Vehicle - Stolen,60,F,Firearm,Violent Crime,1,No,
6974,18-10-2020 03:00,17-10-2020 13:00,18-10-2020 04:23,Kolkata,383,Burglary,45,F,Poison,Other Crime,17,No,
6975,18-10-2020 23:00,17-10-2020 14:00,17-10-2020 14:11,Bangalore,319,Sexual Assault,67,F,Firearm,Violent Crime,3,Yes,16-11-2021 23:00
6976,19-10-2020 07:00,17-10-2020 15:00,18-10-2020 09:46,Chennai,265,Fraud,16,F,None,Other Crime,8,No,
6977,19-10-2020 21:00,17-10-2020 16:00,17-10-2020 20:17,Bangalore,555,Assault,16,F,Poison,Violent Crime,10,No,
6978,20-10-2020 16:00,17-10-2020 17:00,18-10-2020 12:10,Delhi,578,Kidnapping,33,M,Blunt Object,Other Crime,3,Yes,01-02-2021 16:00
6979,18-10-2020 04:00,17-10-2020 18:00,18-10-2020 14:06,Lucknow,432,Traffic Violation,70,M,Explosives,Traffic Fatality,13,No,
6980,19-10-2020 23:00,17-10-2020 19:00,18-10-2020 03:36,Srinagar,322,Counterfeiting,56,F,Other,Other Crime,5,No,
6981,20-10-2020 18:00,17-10-2020 20:00,18-10-2020 07:21,Jaipur,542,Sexual Assault,18,F,Explosives,Violent Crime,9,Yes,09-02-2021 18:00
6982,19-10-2020 04:00,17-10-2020 21:00,18-10-2020 15:24,Hyderabad,309,Domestic Violence,62,M,Firearm,Violent Crime,4,No,
6983,19-10-2020 08:00,17-10-2020 22:00,18-10-2020 08:13,Mumbai,307,Public Intoxication,15,M,Knife,Other Crime,16,No,
6984,18-10-2020 16:00,17-10-2020 23:00,18-10-2020 19:18,Agra,337,Arson,10,M,Knife,Fire Accident,16,Yes,29-12-2020 16:00
6985,19-10-2020 12:00,18-10-2020 00:00,18-10-2020 03:55,Bangalore,155,Identity Theft,60,F,Blunt Object,Violent Crime,19,No,
6986,19-10-2020 10:00,18-10-2020 01:00,18-10-2020 11:23,Bangalore,544,Vandalism,19,F,Firearm,Other Crime,13,Yes,01-01-2021 10:00
6987,20-10-2020 21:00,18-10-2020 02:00,19-10-2020 01:32,Mumbai,448,Shoplifting,12,F,None,Other Crime,9,No,
6988,19-10-2020 09:00,18-10-2020 03:00,18-10-2020 13:08,Kolkata,120,Robbery,72,F,Explosives,Violent Crime,13,No,
6989,19-10-2020 16:00,18-10-2020 04:00,18-10-2020 17:38,Ahmedabad,518,Shoplifting,65,F,None,Other Crime,5,No,
6990,18-10-2020 11:00,18-10-2020 05:00,18-10-2020 19:34,Delhi,489,Identity Theft,46,M,Knife,Violent Crime,13,No,
6991,20-10-2020 01:00,18-10-2020 06:00,18-10-2020 22:45,Bangalore,402,Traffic Violation,22,F,Explosives,Traffic Fatality,2,Yes,11-05-2020 01:00
6992,18-10-2020 11:00,18-10-2020 07:00,18-10-2020 19:58,Delhi,524,Burglary,50,F,None,Other Crime,12,No,
6993,18-10-2020 13:00,18-10-2020 08:00,18-10-2020 08:15,Surat,465,Shoplifting,64,F,Knife,Other Crime,12,No,
6994,18-10-2020 23:00,18-10-2020 09:00,19-10-2020 04:46,Surat,568,Arson,73,M,Blunt Object,Fire Accident,2,No,
6995,21-10-2020 01:00,18-10-2020 10:00,18-10-2020 17:37,Chennai,368,Counterfeiting,69,F,Poison,Other Crime,10,Yes,27-12-2020 01:00
6996,21-10-2020 04:00,18-10-2020 11:00,19-10-2020 03:21,Surat,458,Cybercrime,18,F,Poison,Other Crime,14,No,
6997,18-10-2020 21:00,18-10-2020 12:00,18-10-2020 22:01,Delhi,154,Kidnapping,39,M,Firearm,Other Crime,3,No,
6998,20-10-2020 20:00,18-10-2020 13:00,18-10-2020 23:25,Ahmedabad,238,Arson,74,F,Other,Fire Accident,4,Yes,31-10-2020 20:00
6999,21-10-2020 00:00,18-10-2020 14:00,19-10-2020 03:14,Mumbai,519,Domestic Violence,19,M,Blunt Object,Violent Crime,15,Yes,01-01-2021 00:00
7000,20-10-2020 10:00,18-10-2020 15:00,19-10-2020 03:31,Kanpur,154,Vehicle - Stolen,39,M,Knife,Violent Crime,6,No,
7001,20-10-2020 10:00,18-10-2020 16:00,19-10-2020 04:28,Mumbai,496,Illegal Possession,22,F,None,Other Crime,5,Yes,26-11-2020 10:00
7002,19-10-2020 22:00,18-10-2020 17:00,19-10-2020 00:52,Rajkot,515,Vandalism,16,F,None,Other Crime,5,Yes,26-11-2020 22:00
7003,21-10-2020 05:00,18-10-2020 18:00,19-10-2020 00:07,Bangalore,320,Extortion,52,F,Poison,Other Crime,12,No,
7004,21-10-2020 18:00,18-10-2020 19:00,19-10-2020 06:27,Indore,163,Traffic Violation,39,F,Knife,Traffic Fatality,15,Yes,11-01-2020 18:00
7005,20-10-2020 14:00,18-10-2020 20:00,19-10-2020 16:37,Surat,116,Extortion,42,M,Poison,Other Crime,11,No,
7006,20-10-2020 10:00,18-10-2020 21:00,19-10-2020 08:34,Pune,357,Vehicle - Stolen,70,M,Knife,Violent Crime,17,Yes,27-10-2020 10:00
7007,21-10-2020 07:00,18-10-2020 22:00,19-10-2020 15:26,Chennai,553,Fraud,40,F,Knife,Other Crime,1,No,
7008,19-10-2020 03:00,18-10-2020 23:00,19-10-2020 09:04,Agra,581,Public Intoxication,61,F,Other,Other Crime,5,No,
7009,19-10-2020 20:00,19-10-2020 00:00,19-10-2020 07:13,Thane,570,Kidnapping,37,M,Poison,Other Crime,18,No,
7010,20-10-2020 07:00,19-10-2020 01:00,19-10-2020 12:35,Jaipur,272,Counterfeiting,75,F,Explosives,Other Crime,8,Yes,01-03-2021 07:00
7011,21-10-2020 03:00,19-10-2020 02:00,19-10-2020 19:14,Pune,439,Arson,36,M,Explosives,Fire Accident,4,No,
7012,20-10-2020 13:00,19-10-2020 03:00,19-10-2020 09:41,Faridabad,514,Public Intoxication,10,F,Other,Other Crime,2,No,
7013,20-10-2020 17:00,19-10-2020 04:00,19-10-2020 19:51,Hyderabad,485,Vehicle - Stolen,19,F,Knife,Violent Crime,1,No,
7014,21-10-2020 12:00,19-10-2020 05:00,19-10-2020 07:23,Nashik,421,Counterfeiting,19,F,None,Other Crime,3,No,
7015,21-10-2020 18:00,19-10-2020 06:00,20-10-2020 03:47,Vasai,201,Homicide,51,M,Explosives,Other Crime,19,No,
7016,20-10-2020 21:00,19-10-2020 07:00,19-10-2020 09:23,Surat,151,Firearm Offense,43,F,Other,Fire Accident,10,Yes,11-06-2020 21:00
7017,21-10-2020 11:00,19-10-2020 08:00,19-10-2020 10:58,Chennai,137,Traffic Violation,54,F,Firearm,Traffic Fatality,6,No,
7018,21-10-2020 10:00,19-10-2020 09:00,19-10-2020 10:55,Rajkot,279,Vehicle - Stolen,53,F,None,Violent Crime,7,Yes,31-10-2020 10:00
7019,21-10-2020 20:00,19-10-2020 10:00,19-10-2020 11:01,Bangalore,552,Shoplifting,73,F,None,Other Crime,7,No,
7020,20-10-2020 01:00,19-10-2020 11:00,20-10-2020 02:59,Delhi,353,Robbery,29,F,Knife,Violent Crime,18,Yes,17-12-2020 01:00
7021,20-10-2020 14:00,19-10-2020 12:00,20-10-2020 03:51,Kolkata,172,Kidnapping,63,F,Blunt Object,Other Crime,3,No,
7022,20-10-2020 16:00,19-10-2020 13:00,19-10-2020 19:22,Pune,300,Illegal Possession,10,M,Other,Other Crime,19,Yes,20-12-2020 16:00
7023,20-10-2020 18:00,19-10-2020 14:00,19-10-2020 21:25,Meerut,394,Kidnapping,62,F,Knife,Other Crime,14,No,
7024,21-10-2020 23:00,19-10-2020 15:00,20-10-2020 05:33,Delhi,346,Identity Theft,62,M,None,Violent Crime,16,No,
7025,20-10-2020 16:00,19-10-2020 16:00,20-10-2020 08:41,Mumbai,498,Firearm Offense,52,F,Firearm,Fire Accident,5,No,
7026,22-10-2020 01:00,19-10-2020 17:00,20-10-2020 01:56,Ahmedabad,329,Counterfeiting,15,F,None,Other Crime,14,No,
7027,20-10-2020 05:00,19-10-2020 18:00,20-10-2020 07:29,Jaipur,295,Domestic Violence,14,M,Poison,Violent Crime,1,No,
7028,21-10-2020 14:00,19-10-2020 19:00,20-10-2020 16:26,Visakhapatnam,100,Fraud,74,F,Explosives,Other Crime,5,No,
7029,22-10-2020 11:00,19-10-2020 20:00,20-10-2020 19:27,Delhi,226,Firearm Offense,13,F,Other,Fire Accident,6,No,
7030,22-10-2020 08:00,19-10-2020 21:00,20-10-2020 04:58,Rajkot,329,Firearm Offense,61,F,Other,Fire Accident,11,Yes,12-11-2020 08:00
7031,21-10-2020 22:00,19-10-2020 22:00,19-10-2020 22:39,Ahmedabad,346,Public Intoxication,71,F,Knife,Other Crime,9,Yes,30-10-2020 22:00
7032,22-10-2020 18:00,19-10-2020 23:00,20-10-2020 13:38,Hyderabad,345,Fraud,49,F,Knife,Other Crime,3,No,
7033,20-10-2020 22:00,20-10-2020 00:00,20-10-2020 22:40,Mumbai,535,Extortion,55,M,None,Other Crime,1,Yes,27-12-2020 22:00
7034,22-10-2020 20:00,20-10-2020 01:00,20-10-2020 13:44,Bangalore,315,Cybercrime,67,F,Explosives,Other Crime,16,Yes,11-05-2020 20:00
7035,21-10-2020 05:00,20-10-2020 02:00,20-10-2020 11:50,Ahmedabad,146,Robbery,23,F,Blunt Object,Violent Crime,3,Yes,02-02-2021 05:00
7036,22-10-2020 13:00,20-10-2020 03:00,21-10-2020 00:01,Delhi,212,Extortion,21,F,Poison,Other Crime,10,No,
7037,22-10-2020 17:00,20-10-2020 04:00,20-10-2020 17:35,Hyderabad,546,Vandalism,19,F,None,Other Crime,4,No,
7038,21-10-2020 20:00,20-10-2020 05:00,20-10-2020 17:29,Delhi,314,Public Intoxication,46,F,Firearm,Other Crime,6,No,
7039,22-10-2020 20:00,20-10-2020 06:00,20-10-2020 13:20,Delhi,544,Fraud,60,F,Explosives,Other Crime,4,No,
7040,20-10-2020 22:00,20-10-2020 07:00,20-10-2020 07:55,Chennai,167,Homicide,44,F,Knife,Other Crime,6,No,
7041,20-10-2020 17:00,20-10-2020 08:00,20-10-2020 23:36,Pune,336,Arson,10,M,Poison,Fire Accident,3,Yes,27-11-2020 17:00
7042,23-10-2020 00:00,20-10-2020 09:00,21-10-2020 03:43,Thane,563,Public Intoxication,59,F,Other,Other Crime,11,Yes,20-11-2020 00:00
7043,21-10-2020 21:00,20-10-2020 10:00,20-10-2020 11:58,Mumbai,261,Firearm Offense,33,F,Knife,Fire Accident,13,No,
7044,22-10-2020 04:00,20-10-2020 11:00,20-10-2020 22:25,Thane,247,Drug Offense,37,F,Other,Other Crime,13,Yes,19-12-2020 04:00
7045,22-10-2020 03:00,20-10-2020 12:00,21-10-2020 10:03,Ahmedabad,306,Homicide,25,F,Poison,Other Crime,8,No,
7046,21-10-2020 04:00,20-10-2020 13:00,21-10-2020 08:22,Kolkata,450,Vandalism,19,F,None,Other Crime,10,Yes,01-06-2021 04:00
7047,21-10-2020 22:00,20-10-2020 14:00,20-10-2020 16:14,Mumbai,196,Vehicle - Stolen,27,F,Other,Violent Crime,3,Yes,11-01-2020 22:00
7048,22-10-2020 14:00,20-10-2020 15:00,21-10-2020 14:36,Bangalore,287,Traffic Violation,51,F,Explosives,Traffic Fatality,6,Yes,11-11-2020 14:00
7049,23-10-2020 00:00,20-10-2020 16:00,20-10-2020 17:27,Delhi,564,Sexual Assault,53,F,Blunt Object,Violent Crime,12,Yes,21-01-2022 00:00
7050,22-10-2020 07:00,20-10-2020 17:00,21-10-2020 12:10,Mumbai,321,Cybercrime,70,F,Knife,Other Crime,5,No,
7051,21-10-2020 13:00,20-10-2020 18:00,21-10-2020 03:33,Bangalore,113,Vehicle - Stolen,61,M,Explosives,Violent Crime,9,Yes,11-10-2020 13:00
7052,22-10-2020 15:00,20-10-2020 19:00,20-10-2020 21:02,Bangalore,513,Public Intoxication,36,F,Poison,Other Crime,1,Yes,25-10-2020 15:00
7053,22-10-2020 09:00,20-10-2020 20:00,20-10-2020 22:23,Mumbai,301,Traffic Violation,30,F,Knife,Traffic Fatality,17,No,
7054,21-10-2020 10:00,20-10-2020 21:00,21-10-2020 02:58,Mumbai,241,Extortion,48,M,Poison,Other Crime,19,No,
7055,22-10-2020 16:00,20-10-2020 22:00,21-10-2020 21:25,Delhi,312,Shoplifting,17,F,Blunt Object,Other Crime,14,Yes,12-09-2020 16:00
7056,21-10-2020 11:00,20-10-2020 23:00,21-10-2020 06:39,Kanpur,317,Fraud,74,F,Poison,Other Crime,10,Yes,31-10-2020 11:00
7057,21-10-2020 21:00,21-10-2020 00:00,21-10-2020 18:03,Mumbai,403,Counterfeiting,36,F,None,Other Crime,16,Yes,12-05-2020 21:00
7058,23-10-2020 06:00,21-10-2020 01:00,21-10-2020 13:18,Pune,397,Extortion,52,F,Firearm,Other Crime,2,No,
7059,21-10-2020 16:00,21-10-2020 02:00,21-10-2020 05:46,Hyderabad,375,Illegal Possession,50,M,Poison,Other Crime,7,No,
7060,23-10-2020 14:00,21-10-2020 03:00,21-10-2020 06:33,Ahmedabad,500,Public Intoxication,73,F,Blunt Object,Other Crime,9,No,
7061,23-10-2020 11:00,21-10-2020 04:00,21-10-2020 11:10,Chennai,386,Kidnapping,78,F,Firearm,Other Crime,6,Yes,14-11-2020 11:00
7062,22-10-2020 06:00,21-10-2020 05:00,21-10-2020 11:33,Hyderabad,440,Assault,41,F,Blunt Object,Violent Crime,3,Yes,19-01-2021 06:00
7063,23-10-2020 02:00,21-10-2020 06:00,21-10-2020 13:51,Pune,422,Assault,53,F,None,Violent Crime,6,Yes,31-10-2020 02:00
7064,23-10-2020 01:00,21-10-2020 07:00,22-10-2020 05:55,Bangalore,467,Homicide,39,F,Blunt Object,Other Crime,11,Yes,05-06-2021 01:00
7065,24-10-2020 02:00,21-10-2020 08:00,21-10-2020 17:54,Kolkata,454,Vandalism,50,F,Blunt Object,Other Crime,9,Yes,22-11-2020 02:00
7066,21-10-2020 17:00,21-10-2020 09:00,21-10-2020 17:26,Ludhiana,522,Sexual Assault,24,F,None,Violent Crime,4,No,
7067,22-10-2020 08:00,21-10-2020 10:00,21-10-2020 18:42,Delhi,184,Robbery,72,M,Explosives,Violent Crime,19,No,
7068,24-10-2020 01:00,21-10-2020 11:00,21-10-2020 17:12,Visakhapatnam,211,Identity Theft,49,F,Blunt Object,Violent Crime,6,Yes,18-11-2020 01:00
7069,21-10-2020 13:00,21-10-2020 12:00,22-10-2020 10:58,Patna,281,Drug Offense,56,M,Other,Other Crime,9,No,
7070,22-10-2020 14:00,21-10-2020 13:00,22-10-2020 11:27,Delhi,284,Firearm Offense,18,F,Blunt Object,Fire Accident,10,No,
7071,22-10-2020 05:00,21-10-2020 14:00,22-10-2020 03:13,Ahmedabad,236,Drug Offense,77,F,Firearm,Other Crime,8,Yes,30-12-2020 05:00
7072,23-10-2020 12:00,21-10-2020 15:00,21-10-2020 22:02,Kolkata,136,Firearm Offense,14,F,Blunt Object,Fire Accident,12,Yes,12-02-2020 12:00
7073,22-10-2020 14:00,21-10-2020 16:00,22-10-2020 12:03,Pune,571,Assault,28,F,Other,Violent Crime,10,Yes,16-12-2020 14:00
7074,23-10-2020 18:00,21-10-2020 17:00,22-10-2020 00:03,Delhi,399,Homicide,44,M,Poison,Other Crime,7,Yes,15-09-2022 18:00
7075,23-10-2020 08:00,21-10-2020 18:00,22-10-2020 05:21,Kalyan,317,Burglary,51,F,Knife,Other Crime,15,Yes,02-03-2021 08:00
7076,21-10-2020 23:00,21-10-2020 19:00,22-10-2020 18:14,Pune,360,Firearm Offense,37,F,None,Fire Accident,2,No,
7077,22-10-2020 14:00,21-10-2020 20:00,22-10-2020 19:52,Hyderabad,508,Extortion,52,F,None,Other Crime,6,No,
7078,24-10-2020 03:00,21-10-2020 21:00,21-10-2020 23:57,Delhi,183,Vehicle - Stolen,13,M,Poison,Violent Crime,8,No,
7079,22-10-2020 12:00,21-10-2020 22:00,22-10-2020 07:36,Indore,146,Assault,56,F,Explosives,Violent Crime,12,No,
7080,23-10-2020 02:00,21-10-2020 23:00,22-10-2020 22:48,Hyderabad,308,Illegal Possession,20,F,Blunt Object,Other Crime,8,No,
7081,24-10-2020 22:00,22-10-2020 00:00,22-10-2020 15:15,Delhi,235,Drug Offense,55,M,Firearm,Other Crime,5,Yes,01-01-2021 22:00
7082,24-10-2020 07:00,22-10-2020 01:00,22-10-2020 17:20,Kolkata,544,Sexual Assault,15,F,Blunt Object,Violent Crime,10,No,
7083,22-10-2020 03:00,22-10-2020 02:00,22-10-2020 14:34,Nagpur,256,Assault,71,F,Other,Violent Crime,7,Yes,16-01-2021 03:00
7084,23-10-2020 04:00,22-10-2020 03:00,22-10-2020 23:02,Jaipur,386,Extortion,10,M,Poison,Other Crime,16,Yes,01-10-2021 04:00
7085,25-10-2020 00:00,22-10-2020 04:00,23-10-2020 00:30,Nagpur,389,Vehicle - Stolen,10,F,Poison,Violent Crime,2,Yes,01-11-2021 00:00
7086,24-10-2020 23:00,22-10-2020 05:00,22-10-2020 05:33,Chennai,449,Counterfeiting,28,F,Other,Other Crime,6,No,
7087,24-10-2020 14:00,22-10-2020 06:00,22-10-2020 15:15,Kolkata,386,Counterfeiting,68,F,Poison,Other Crime,12,No,
7088,22-10-2020 15:00,22-10-2020 07:00,22-10-2020 17:44,Kolkata,580,Counterfeiting,73,F,Other,Other Crime,4,No,
7089,25-10-2020 01:00,22-10-2020 08:00,22-10-2020 15:26,Faridabad,235,Vandalism,57,M,Firearm,Other Crime,14,Yes,12-10-2020 01:00
7090,22-10-2020 17:00,22-10-2020 09:00,22-10-2020 20:24,Thane,281,Robbery,58,F,Poison,Violent Crime,16,No,
7091,25-10-2020 04:00,22-10-2020 10:00,22-10-2020 22:59,Nagpur,408,Domestic Violence,27,M,Blunt Object,Violent Crime,5,Yes,11-05-2020 04:00
7092,22-10-2020 16:00,22-10-2020 11:00,22-10-2020 12:51,Bangalore,320,Drug Offense,54,M,Other,Other Crime,19,Yes,29-12-2020 16:00
7093,24-10-2020 07:00,22-10-2020 12:00,22-10-2020 15:34,Mumbai,248,Counterfeiting,73,M,Firearm,Other Crime,18,Yes,26-11-2020 07:00
7094,23-10-2020 05:00,22-10-2020 13:00,22-10-2020 16:36,Lucknow,269,Kidnapping,37,F,Blunt Object,Other Crime,5,No,
7095,25-10-2020 04:00,22-10-2020 14:00,23-10-2020 09:30,Delhi,370,Identity Theft,70,M,Explosives,Violent Crime,15,No,
7096,25-10-2020 02:00,22-10-2020 15:00,23-10-2020 00:37,Pune,230,Burglary,73,F,Other,Other Crime,13,Yes,20-02-2021 02:00
7097,24-10-2020 21:00,22-10-2020 16:00,22-10-2020 21:02,Mumbai,361,Drug Offense,53,M,Blunt Object,Other Crime,4,No,
7098,23-10-2020 11:00,22-10-2020 17:00,23-10-2020 07:41,Delhi,368,Firearm Offense,38,F,Poison,Fire Accident,5,Yes,18-11-2020 11:00
7099,23-10-2020 00:00,22-10-2020 18:00,22-10-2020 23:24,Indore,245,Firearm Offense,56,M,Explosives,Fire Accident,15,Yes,12-11-2020 00:00
7100,24-10-2020 09:00,22-10-2020 19:00,23-10-2020 14:18,Bangalore,165,Identity Theft,35,F,Blunt Object,Violent Crime,16,Yes,12-11-2020 09:00
7101,23-10-2020 14:00,22-10-2020 20:00,23-10-2020 08:41,Mumbai,592,Assault,33,F,Other,Violent Crime,10,No,
7102,25-10-2020 16:00,22-10-2020 21:00,23-10-2020 06:19,Hyderabad,122,Identity Theft,47,F,Other,Violent Crime,17,No,
7103,25-10-2020 03:00,22-10-2020 22:00,23-10-2020 10:40,Delhi,430,Identity Theft,44,M,Explosives,Violent Crime,9,No,
7104,23-10-2020 16:00,22-10-2020 23:00,23-10-2020 02:48,Chennai,147,Burglary,10,M,Poison,Other Crime,15,Yes,02-06-2021 16:00
7105,24-10-2020 18:00,23-10-2020 00:00,23-10-2020 05:28,Chennai,234,Cybercrime,58,M,Knife,Other Crime,9,No,
7106,25-10-2020 04:00,23-10-2020 01:00,23-10-2020 03:20,Thane,584,Kidnapping,15,M,Other,Other Crime,14,No,
7107,24-10-2020 19:00,23-10-2020 02:00,23-10-2020 20:30,Surat,415,Homicide,15,F,Poison,Other Crime,2,No,
7108,24-10-2020 13:00,23-10-2020 03:00,23-10-2020 10:04,Kolkata,303,Fraud,54,F,Poison,Other Crime,10,No,
7109,25-10-2020 17:00,23-10-2020 04:00,23-10-2020 13:23,Mumbai,367,Assault,21,F,Other,Violent Crime,4,Yes,15-12-2020 17:00
7110,24-10-2020 21:00,23-10-2020 05:00,23-10-2020 11:21,Jaipur,140,Identity Theft,34,M,Blunt Object,Violent Crime,8,Yes,14-11-2020 21:00
7111,25-10-2020 03:00,23-10-2020 06:00,24-10-2020 03:31,Mumbai,470,Vandalism,35,F,None,Other Crime,18,Yes,11-07-2020 03:00
7112,24-10-2020 18:00,23-10-2020 07:00,23-10-2020 15:01,Kolkata,120,Kidnapping,43,M,Firearm,Other Crime,13,No,
7113,25-10-2020 08:00,23-10-2020 08:00,23-10-2020 10:56,Mumbai,220,Identity Theft,68,M,Poison,Violent Crime,10,Yes,20-11-2020 08:00
7114,25-10-2020 03:00,23-10-2020 09:00,24-10-2020 06:49,Rajkot,410,Cybercrime,56,F,Other,Other Crime,10,No,
7115,26-10-2020 07:00,23-10-2020 10:00,23-10-2020 21:40,Agra,555,Traffic Violation,48,M,Firearm,Traffic Fatality,8,No,
7116,25-10-2020 06:00,23-10-2020 11:00,23-10-2020 18:25,Delhi,461,Extortion,61,M,Poison,Other Crime,6,Yes,11-12-2020 06:00
7117,25-10-2020 10:00,23-10-2020 12:00,24-10-2020 08:18,Nagpur,357,Sexual Assault,18,F,Blunt Object,Violent Crime,7,Yes,13-06-2021 10:00
7118,24-10-2020 09:00,23-10-2020 13:00,23-10-2020 19:54,Mumbai,254,Fraud,56,M,Firearm,Other Crime,2,No,
7119,26-10-2020 11:00,23-10-2020 14:00,24-10-2020 13:48,Lucknow,154,Identity Theft,23,M,Explosives,Violent Crime,9,Yes,18-12-2020 11:00
7120,26-10-2020 12:00,23-10-2020 15:00,24-10-2020 05:08,Faridabad,503,Assault,47,F,Explosives,Violent Crime,14,Yes,29-12-2020 12:00
7121,24-10-2020 07:00,23-10-2020 16:00,23-10-2020 16:08,Ludhiana,423,Robbery,43,F,Blunt Object,Violent Crime,2,No,
7122,24-10-2020 13:00,23-10-2020 17:00,23-10-2020 19:34,Ahmedabad,213,Illegal Possession,15,F,Blunt Object,Other Crime,3,Yes,27-12-2020 13:00
7123,25-10-2020 09:00,23-10-2020 18:00,24-10-2020 16:58,Chennai,150,Vandalism,71,F,None,Other Crime,2,Yes,11-02-2020 09:00
7124,23-10-2020 22:00,23-10-2020 19:00,24-10-2020 18:36,Indore,465,Vehicle - Stolen,34,F,Blunt Object,Violent Crime,15,Yes,01-03-2021 22:00
7125,24-10-2020 21:00,23-10-2020 20:00,24-10-2020 03:54,Ludhiana,516,Vehicle - Stolen,73,F,Firearm,Violent Crime,16,Yes,16-01-2021 21:00
7126,25-10-2020 16:00,23-10-2020 21:00,24-10-2020 15:02,Meerut,195,Drug Offense,15,F,Explosives,Other Crime,15,Yes,23-11-2020 16:00
7127,25-10-2020 17:00,23-10-2020 22:00,23-10-2020 22:25,Delhi,374,Fraud,58,F,Explosives,Other Crime,2,No,
7128,24-10-2020 15:00,23-10-2020 23:00,24-10-2020 21:58,Bangalore,384,Assault,14,F,None,Violent Crime,1,Yes,01-05-2021 15:00
7129,24-10-2020 11:00,24-10-2020 00:00,24-10-2020 04:50,Vasai,210,Kidnapping,73,M,Poison,Other Crime,19,No,
7130,26-10-2020 17:00,24-10-2020 01:00,24-10-2020 08:44,Delhi,533,Shoplifting,57,F,Explosives,Other Crime,7,Yes,16-01-2021 17:00
7131,24-10-2020 15:00,24-10-2020 02:00,24-10-2020 03:56,Bangalore,304,Kidnapping,60,F,Firearm,Other Crime,7,Yes,30-12-2020 15:00
7132,24-10-2020 07:00,24-10-2020 03:00,24-10-2020 05:34,Ghaziabad,231,Homicide,64,M,Poison,Other Crime,11,Yes,13-07-2022 07:00
7133,24-10-2020 14:00,24-10-2020 04:00,24-10-2020 09:35,Ahmedabad,587,Arson,37,F,Blunt Object,Fire Accident,15,Yes,14-11-2020 14:00
7134,26-10-2020 09:00,24-10-2020 05:00,24-10-2020 11:00,Pune,591,Extortion,29,M,None,Other Crime,4,No,
7135,25-10-2020 08:00,24-10-2020 06:00,25-10-2020 05:19,Kolkata,382,Homicide,10,F,Explosives,Other Crime,3,Yes,07-01-2022 08:00
7136,25-10-2020 07:00,24-10-2020 07:00,24-10-2020 17:16,Delhi,464,Cybercrime,60,F,Knife,Other Crime,2,No,
7137,24-10-2020 17:00,24-10-2020 08:00,24-10-2020 08:31,Delhi,592,Arson,23,M,Knife,Fire Accident,4,No,
7138,25-10-2020 11:00,24-10-2020 09:00,24-10-2020 12:37,Ludhiana,271,Shoplifting,40,F,Poison,Other Crime,12,No,
7139,24-10-2020 15:00,24-10-2020 10:00,24-10-2020 11:41,Delhi,591,Shoplifting,23,M,None,Other Crime,4,Yes,17-01-2021 15:00
7140,24-10-2020 20:00,24-10-2020 11:00,24-10-2020 22:27,Faridabad,491,Homicide,32,F,Other,Other Crime,11,Yes,28-07-2022 20:00
7141,24-10-2020 19:00,24-10-2020 12:00,24-10-2020 18:22,Meerut,311,Firearm Offense,65,F,None,Fire Accident,3,Yes,17-11-2020 19:00
7142,27-10-2020 07:00,24-10-2020 13:00,24-10-2020 15:47,Bangalore,532,Extortion,43,F,Poison,Other Crime,5,No,
7143,24-10-2020 22:00,24-10-2020 14:00,24-10-2020 22:44,Delhi,535,Sexual Assault,33,F,Other,Violent Crime,9,No,
7144,24-10-2020 16:00,24-10-2020 15:00,25-10-2020 04:01,Mumbai,304,Burglary,33,M,Blunt Object,Other Crime,2,No,
7145,25-10-2020 07:00,24-10-2020 16:00,24-10-2020 21:13,Mumbai,108,Cybercrime,28,M,Other,Other Crime,9,No,
7146,25-10-2020 10:00,24-10-2020 17:00,24-10-2020 20:34,Bangalore,166,Cybercrime,76,F,Poison,Other Crime,18,No,
7147,25-10-2020 17:00,24-10-2020 18:00,24-10-2020 18:26,Patna,521,Illegal Possession,45,F,Blunt Object,Other Crime,9,No,
7148,25-10-2020 22:00,24-10-2020 19:00,24-10-2020 22:07,Thane,178,Robbery,60,M,Firearm,Violent Crime,16,Yes,24-03-2021 22:00
